Centre d'archives;Scripteur;Scripteur - complet;Destinataire;Fonction du scripteur;Spécialité;Spécialité - généraliste;Nombre de lettres;Date A;Date B;Format;Sujet(s);Œuvres citées;Personnes citées;Contexte relationnel;Cote Archives;Identifiant personnel;Notes archiviste;Papier à en-tête;Revue;Lieu
Archives municipales de La Rochelle;CH. Quillet;;;Secrétaire universitaire, La Sorbonne;Administratif universitaire;Administration  - gestion;5;1964;1965;;"Impression et publication de la thèse ; Soutenance de thèse";;;;10Z 65 (4);;;;;Université Paris 1 Panthéon-Sorbonne, Paris 05
IMEC;CH. Reux (?);;;;Inconnu;Inconnu;1;1976;;;;;;;DVG2.C06;;;Commissariat Général du Plan d'Equipement et de la Productivité;;
IMEC;Charles;;;;Inconnu;Inconnu;2;1943;;;;;;;DVG2.C02;;‘‘les amis des mauvais jours’‘;;;
IMEC;Charles Viloraq;Charles Vildrac (1882-1971);;Probable Charles Vildrac, auteur de théâtre;Dramaturge;Théâtre;1;1944;;;;;;;DVG2.C07;;;;;
IMEC;Charpentie (?);;;;Inconnu;Inconnu;1;19…;;;;;;;DVG2.C02;;en-tête : Ministère des Affaires Étrangères;Ministère des Affaires Étrangères;;
IMEC;Chérif Khaznadar;;;Poète, romancier, metteur en scène. Co-fondateur et président de la Maison des cultures du monde;Femme/Homme de lettres;Littérature;1;1993;;;;;;;DVG2.N04-07.03;;La lettre fait partie du dossier de correspondance sur Perec et ‘‘La Cicatrice’‘.;;;
Archives municipales de La Rochelle;Christian Delacampagne;;;Philosophe;Philosophe;Philosophie;2;1979;;;Demande de contribution à Jean Duvignaud pour la rédaction d'un manuel (Philosopher : les interrogations contemporaines : matériaux pour un enseignement, 1980);;;;10Z 1 (3);;1 demande et 1 réponse à l'acceptation de Jean Duvignaud;;;Paris
IMEC;Christian Delacampagne;;;Philosophe et essayiste;Philosophe;Philosophie;1;19…;;;;;;;DVG2.C02;;;;;
IMEC;Christian Guirand;;;;Inconnu;Inconnu;1;1999;;;;;;;DVG2.C03;;;;;
IMEC;Christian Harrel-Courtés;;;Ecrivain;Ecrivain(e);Littérature;1;1995;;;;;;;DVG2.C04;;;;;
IMEC;Christian Topfmeier (?);;;;;Inconnu;5;1955;1956;;;;;;DVG2.C07;;PJ : Une carte d'invitation avec des notations mss;;;
IMEC;Christiane Charmasson;;;;Inconnu;Inconnu;1;1993;;;;;;;DVG2.C02;;PJ : 2 photos à Chebika;;;
IMEC;Christophe Bident;;;Professeur d'études théâtrales;Théoricien du théâtre;Théoricien de l'art/théâtre/littérature/architecture;1;1998;;;;;;;DVG2.C01;;;;;
Archives municipales de La Rochelle;Civitas Nova;;;;Editeur/Editrice;Edition;2;1938;;;Contribution de Duvignaud à la revue Civitas Nova;;;;10Z 1 (3);;;Civitas Nova;Civitas Nova;-
IMEC;Clara Malraux;;;Femme de lettres et écrivaine;Ecrivain(e);Littérature;57;19…;;;;;;;DVG2.C05;;P.J. : Brouillon pour le sommaire d'un numéro de ‘‘Contemporains’‘ (1 f. ms.);;Contemporains;
IMEC;Clara Malraux;;;Femme de lettres et écrivaine;Ecrivain(e);Littérature;52;1951;1960;;;;;Intime;DVG2.C05;;"PJ : 1/ Alix à Clara Malraux : 1 lettre
2/ Jean Cayrol à C. Malraux : 1 lettre
3/ R. Guérin : 1 lettre 
4/ [Murciaux] : 1 lettre
5/ ‘‘Si Yeou K
Voir aussi en Iconographie (DVG2.P01)";;;
IMEC;Claud(?);;;;Inconnu;Inconnu;1;19…;;;;;;;DVG2.C02;;en-tête : Ministère de la Justice;Ministère de la Justice;;
IMEC;Claude Alphandery;;;Economiste et ancien résistant;Economiste;Economie;3;1943;;;;;;;DVG2.C01;;‘‘les amis des mauvais jours ...’‘;;;
IMEC;Claude Alphandery (noté Alpha…? Dans le répertoire IMEC);;;Economiste et ancien résistant;Economiste;Economie;3;19…;;;;;;;DVG2.C01;;;;;
IMEC;Claude Bourdet;;;Ecrivain, journaliste, ancien résistant, co-fondateur de L'Obs;Journaliste-écrivain;Journalisme;1;19…;;;;;;;DVG2.C01;;en-tête : France Observateur;France Observateur;;
IMEC;Claude Dufrasne;;;Auteur et chercheur en sciences de l'éducation ?;Universitaire;Administration  - gestion;2;1979;1983;;;;;;DVG2.C02;;;;;
IMEC;Claude Faraggi;;;Ecrivain;Ecrivain(e);Littérature;1;1978;;;;;;;DVG2.C03;;;;;
IMEC;Claude Glayman;;;Critique musical, journaliste politique, écrivain, interviewer de politiques chez Stock;Journaliste;Journalisme;6;1973;1976;;;;;;DVG2.C03;;"PJ : 1/ Commentaire pour publication de La Planète des Jeunes 
2/ Micheline Jérome : 1 lettre
3/ Coupure de presse ";;;
IMEC;Claude Javeau;;;Sociologue;Sociologue;Sociologie - anthropologie;3;1972;1994;;;;;;DVG2.C04;;;Institut de Sociologie;;
IMEC;Claude Lanzmann;;;Journaliste, écrivain, cinéaste et producteur de cinéma;Journaliste;Journalisme;1;19…;;;;;;;DVG2.C05;;;;;
IMEC;Claude Lévi-Strauss;;;Anthropologue;Ethnologue;Sociologie - anthropologie;1;1973;;;;;;;DVG2.C05;;;;;
IMEC;Claude M(?);;;;Inconnu;Inconnu;2;1976;;;;;;;DVG2.C05;;;;;
IMEC;Claude Michel Cluny;;;Poète, critique littéraire et cinéma, écrivain;Femme/Homme de lettres;Littérature;1;19…;;;;;;;DVG2.C02;;;;;
IMEC;Claude Nori;;;Editeur des éditions Contrejour;Editeur/Editrice;Edition;1;1979;;;;;;;DVG2.C06;;PJ : Lettre-contrat et reçu;Contrejour;;
IMEC;Claude Planson;;;Homme de théâtre et journaliste. Premier secrétaire général du Théâtre national populaire de Jean Vilar, fondateur-directeur du Théâtre des nations. Fondateur du Centre de hautes études théâtrales;Femme/Homme de théâtre;Théâtre;3;1968;1982;;;;;;DVG2.C06;;;;;
IMEC;Claude Ravalet;;;;Inconnu;Inconnu;2;1994;1999;;;;;;DVG2.C06;;;Bastidiana;;
IMEC;Claude Roy;;;Poète, écrivain et résistant (avant était d'extrême droite);Ecrivain(e);Littérature;2;1954;1957;;;;;;DVG2.C06;;;;;
IMEC;Claude Schumacher;;;Spécialiste et enseignant en littérature française, université de Glasgow;Professeur de littérature;Littérature;1;1974;;;;;;;DVG2.C07;;;University of Glasgow;;
IMEC;Claudine Dussolier;;;Géographe, ingénieure culturelle, responsable de projets culturels;Responsable culturel;Culture et diplomatie;2;1999;;;;;;;DVG2.C02;;Papier à en-tête : Avignon Public Off;;;
Archives municipales de La Rochelle;CNC;;;Centre National de la Cinématographie;Association/Fondation;Culture et diplomatie;1;1969;;;Chebika - Remparts d'argile;;;;10Z 1 (3);;Plus une copie;Ministère des affaires culturelles;;291 Bd Raspail, 75014 Paris
IMEC;Colette;;;Ecrivaine;Ecrivain(e);Littérature;2;1982;;;;;;;DVG2.C02;;;;;
IMEC;Cond…(?);;;;Inconnu;Inconnu;1;1960;;;;;;;DVG2.C02;;;;;
IMEC;Cor…(?);;;;Inconnu;Inconnu;1;19…;;;;;;;DVG2.C02;;;;;
IMEC;Cuny (probable Alain Cuny);;;Acteur;actrice/acteur;Théâtre;2;1957;;;;;;;DVG2.C02;;;;;
IMEC;D. Fabre et J. Delacroix;;;Fabre : Ethonologue ;Ethnologue;Sociologie - anthropologie;1;1973;;;;;;;DVG2.C03;;;Pyrénéen d'Études Anthropologiques;Cause Commune;
IMEC;D. Grisoni;;;;Inconnu;Inconnu;2;1975;;;;;;;DVG2.C03;;;;;
IMEC;D. Sewone;;;;Inconnu;Inconnu;1;1999;;;;;;;DVG2.C07;;;;;
IMEC;D. Tursat (?);;;;Inconnu;Inconnu;1;1973;;;;;;;DVG2.C07;;;;;
IMEC;Daniel Guérin;;;Ecrivain, révolutionnaire, libertaire, anticolonialiste, militant l'émancipation des homosexuels;Ecrivain(e);Littérature;8;1952;1976;;;;;;DVG2.C03;;;;;
IMEC;Daniel Guerrier;;;Auteur libertaire ?;Ecrivain(e);Littérature;1;19…;;;;;;;DVG2.C03;;;;;
Archives municipales de La Rochelle;Danielle Bre;;;Maitre de conférence en esthétique et sciences des Arts, Théâtre de Vitez, Université de Provence, Aix en Provence;Theoricien de l'art;Théoricien de l'art/théâtre/littérature/architecture;1;1997;;;"Porposition de communication à Jean Duvignaud sur ""Créativité et anomie"" à l'occasion de la rencontre sur Inconscient et citoyenneté";;;;10Z 65 (4);;"Ainsi que  : Notes de présentation du festival de théâtre Opening nights 1 & 2 par la ville d'Aix
Un article d'Alain Juranville, ""Droit, psychanalyse, politique"", conférence à l'université de Louvain, 1985.";;;
IMEC;Danielle Mitterrand;;;Femme du président;Politicien-ne;Politique;2;1983;1988;;;;;;DVG2.C05;;Une lettre signée Anne Lamouche (sercrétariat particulier);;;
Archives municipales de La Rochelle;Danielle Mitterrand;;;Femme du président;Politicien-ne;Politique;1;1991;;;Réédition de Chebika;;;;10Z 1 (3);;;;;
IMEC;David Bellos;;;Professeur de littérature. A écrit une biographie de G. Pérec;Professeur de littérature;Littérature;11;1988;1993;;Probablement au sujet de la biographie que prépare David Bellos sur Georges Perec, et qui est publiée en 1993, date de fin de la correspondance;;;;DVG2.N04-07.04;;Cette correspondance est dans le Dossier Pérec;;;
IMEC;David de Kerchelare (?);;;;Inconnu;Inconnu;2;1974;1976;;;;;;DVG2.C04;;;;;
IMEC;David Goodman;;;;Inconnu;Inconnu;1;1969;;;;;;;DVG2.C03;;;;;
IMEC;David Le Breton;;;Sociologue;Sociologue;Sociologie - anthropologie;1;19…;;;;;;;DVG2.C01;;;;;
IMEC;David Le Breton;;;Sociologue et écrivain;Sociologue;Sociologie - anthropologie;1;19…;;;;;;;DVG2.C05;;PJ : Présentation de la collection ‘‘Chemins de traverse’‘ chez Armand Colin;;;
IMEC;David Macey;;;Historien et traducteur;Historien;Histoire;4;1989;;;;;;;DVG2.C05;;;;;
IMEC;Deirdre Mcclenaghan;;;;Inconnu;Inconnu;1;1956;;;;;;;DVG2.C05;;;;;
IMEC;Delphine Seyrig;;;Actrice;Actrice/acteur;Théâtre;2;1967;;;;;;;DVG2.C07;;;;;
IMEC;Denis Huisman;;;Professeur, directeur d'établissement scolaire, écrivain et philosophe;Professeur du secondaire;Enseignant du secondaire;1;1959;;;;;;;DVG2.C04;;;;;
IMEC;Denis Marion;Denis Marion (1906-2000);;Né Marcel Defosse, écrivain belge mais aussi avocat, journaliste, joueur d'échecs, critique littéraire, critique de cinéma, auteur dramatique, professeur d'université;Femme/Homme de lettres;Littérature;1;1955;;;;;;;DVG2.C05;;;;;
IMEC;Denis Masdevaut (?);;;;Inconnu;Inconnu;1;1973;;;;;;;DVG2.C05;;;;;
Archives municipales de La Rochelle;Denise Basdevant;;;Historienne de l'art;Historien de l'art;Histoire;1;1971;;;L'Empire du milieu;;;;10Z 1 (3);;;;;
IMEC;Denise Schmandt-Besserat;;;Archéologue et professeure d'art et archeologie du Proche Orient;Archéologue;Histoire;1;1985;;;;;;;DVG2.C07;;;;;
IMEC;Dequen (?);;;;Inconnu;Inconnu;1;1952;;;;;;;DVG2.C02;;;;;
Archives municipales de La Rochelle;Didier Bariani;;;Maire de Paris;Politicien-ne;Politique;1;1994;;;Invitation à l'inauguration de la rue Gerges Perec;;;;;;Plan joint;;;
Domicile;Didier Dauga;;;Hachette Livre;Editeur/Editrice;Edition;1;1997;;;Lettre du Service Droits d'Auteur;;;;;;;;;
Archives municipales de La Rochelle;Directeur littéraire PUF;;;Directeur littéraire PUF;Editeur/Editrice;Edition;13;1963;1965;;"Livre sur Durkheim dans la collection Philosophes ; Devis impression de ""Sociologie du théâtre"" ; Publication de ""Sociologie du théâtre""";;;;10Z 65 (4);;Dont le bon de livraison des exemplaires de la thèse (15 mars 1965);;;170 bis boulevard du Montparnasse 75680 Paris
IMEC;Dokumente;;;Revue Dokumente / Documents, revue qui informe sur l'Allemagne et la France en allemand;Directeur de revue;Edition;6;1958;1973;;;;;;DVG2.C02;;"Lettres signées Jakob Laubach , Gerda Merckx et Paul Schallück
Papier à en-tête : Dokumente
lettre 6, dans l'ensemble Cause Commune";Dokumente;dokumente / Cause Commune;
IMEC;Dom Emile Bertaud;;;Prêtre et écrivain;Ecrivain(e);Littérature;1;1973;;;;;;;DVG2.C01;;;;;
Archives municipales de La Rochelle;Dominique;;;;Inconnu;Inconnu;1;1968;;;Chebika;;;;10Z 1 (3);;;;;
IMEC;Dominique A;;;Surement idem D. Aury;Inconnu;Inconnu;1;1977;;;;;;;DVG2.C01;;NRF;;NRF;
IMEC;Dominique Aury;;;;Inconnu;Inconnu;1;19…;;;;;;;DVG2.C01;;En-tête NRF;NRF;NRF;
IMEC;Dominique Michelle Arland;;;Probable parente de Marcel Arland;Famille;Inconnu;5;1988;;;;;;;DVG2.C01;;;;;
IMEC;Dominique René-Grousset;;;Historien spécialiste de l'Orient;Historien;Histoire;1;1991;;;;;;;DVG2.C06;;;;;
Archives municipales de La Rochelle;Dominique, Aline et Jean Galard;;;Jean Galard est philosophe et a enseigné à Sao Paulo;Philosophe;Philosophie;1;19.;;;Carte postale envoyée du Brésil;;;;;;;;;
IMEC;Dorian L. Smith;;;;Inconnu;Inconnu;1;1983;;;;;;;DVG2.C07;;;;;
Archives municipales de La Rochelle;Dr Charles Henneghien;;;Chef du service de pneumo-phtisiologie, Hôpital Al Farabi, Oujda;Médecin;Médecine;1;1970;;;Chebika;;;;10Z 1 (3);;;;;
Archives municipales de La Rochelle;Dr Salomon Resnik;;;Psychanalyste et psychiatre argentin, membre de l'Association psychanalytique internationale;Psychanaliste;Médecine;1;1969;;;Envoi d'un texte de psychologie;;;;10Z 1 (3);;"Contient l'article de Resnik ""La experiencia del espacio en el setting analitico""";;;
IMEC;E. C. Weiskopf;;;Probable Franz Carl Weiskopf, écrivain germano-tchèque;Ecrivain(e);Littérature;3;1947;;;;;;;DVG2.C07;;;;;
IMEC;E. Manet;;;;Inconnu;Inconnu;2;1982;;;;;;;DVG2.C05;;;;;
IMEC;Edgar Morin;;;Philosophe, sociologue, essayiste;Philosophe;Philosophie;27;1957;;;;;;Revue;DVG2.C05;;"Voir aussi correspondance à propos de Perec (DVG2.N04-07.03) et en Manuscrits (DVG2.A09-
43)
Dans une chemise rose intitulée Arguments";;Arguments;
Archives municipales de La Rochelle;Edgar Morin;;;Philosophe;Philosophe;Philosophie;4;1971;1991;;L'Empire du milieu, Le favori du désir, réédition de Chebika;;;Intime;10Z 1 (3);;Avec une carte postale signée Edgar et Johanna;CECMAS, CETSAS;;France
Domicile;Edgar Morin;;;Philosophe, sociologue, essayiste;Sociologue;Sociologie - anthropologie;2;17/6/1905;2001;;"Envoi de l'Oubli et commentaire ; Personnel (réaffirmation de son amitié - fraternelle) ; Manifestation sous patronnage de l'UNESCO (2001)";L'oubli, 1995;;Intime;;;Lettre du 06/07/2001 de Morin à Duvignaud à propos d'une lettre que Duvignaud n'a pas reçu - et réponse de Duvignaud le 09/07/2001 où il évoque leur complicité et leur amitié ;;;
IMEC;Edgar Morin à Jean Duvignaud;;;;;Sociologie - anthropologie;;;;;;;;;;;;;;
Archives municipales de La Rochelle;Edgar Pisani;Edgar Pisani (1918-2016);;Ancien résistant, haut fonctionnaire, homme politique;Politicien-ne;Politique;1;1991;;;Réédition de Chebika;;;;10Z 1 (3);;;;;
IMEC;Editions Complexe;;;;Editeur/Editrice;Edition;1;1979;;;;;;;DVG2.C03;;;;;
Archives municipales de La Rochelle;Editions Gallimard;;;Divers (Odette Laigle, Claude Gallimard, Laurent Boyer, Marie-Anne Pi?));Editeur/Editrice;Edition;6;1967;1973;;Chebika, L'Empire du milieu, Le Grabuge;;;;10Z 1 (3);;;;;5 rue Sébastien Bottin, Paris 07
Archives municipales de La Rochelle;Editions Gallimard (principal scripteur : Robert Gallimard);;;Direction de Gallimard, fabrication;Editeur/Editrice;Edition;9;1964;;;"Edition d'un livre (""L'exclu de la horde""";;;;10Z 65 (4);;;;;5 rue Sébastien Bottin, Paris 07
IMEC;Edmond Bouyé;;;;Inconnu;Inconnu;1;19…;;;;;;;DVG2.N04-07.03;;Dossier Pérec;;;
IMEC;Eduardo Mallea;;;Diplomate et écrivain argentin;Ecrivain(e);Littérature;2;1966;;;;;;;DVG2.C05;;;;;
IMEC;Edwige Avice;;;Femme politique (députée et Ministre);Politicien-ne;Politique;1;19…;;;;;;;DVG2.C01;;;;;
IMEC;Eleonore de Dampierre;;;Editrice;Editeur/Editrice;Edition;5;1994;1998;;;;;;DVG2.C02;;"en-tête : Who's who in France
+ 2 bulletins de souscription";Who's who in France;;
IMEC;Elhan Glhali;;;;Inconnu;Inconnu;2;1977;;;;;;;DVG2.C03;;PJ : coupure de presse en arabe;;;
IMEC;Eliane Victor;;;Journaliste;Journaliste;Journalisme;1;1972;;;;;;;DVG2.C07;;;ORTF;;
IMEC;Elisabeth Fernea;;;Ecrivaine, cinéaste américaine. Sujet de prédiclection : ethonologie. Femme de l'anthropologe Robert A. Fernea;Femme/Homme de lettres;Littérature;1;1978;;;;;;;DVG2.C03;;;Center for Middle Eastern Studies;;
Domicile;Elvire [?];;;;Inconnu;Inconnu;1;;;;Envoi d'un article extrait de Marianne;;;;;;;Plon - Terre Humaine;;
Archives municipales de La Rochelle;Emmanuel Le Roy Ladurie;;;Historien;Historien;Histoire;1;1979;;;La Banque des rêves;;;;10Z 1 (3);;;;;
IMEC;Emmanuel Le Roy Ladurie;;;Historien;Historien;Histoire;1;1976;;;;;;;DVG2.C05;;;;;
IMEC;Emmanuel Mounier;;;Philosophe, fondateur de la revue Esprit;Philosophe;Philosophie;1;1949;;;;;;;DVG2.C05;;;Esprit;Esprit;
IMEC;Emmanuel Wallon;;;Professeur de sociologie politique;Sociologue;Sociologie - anthropologie;1;1997;;;;;;;DVG2.C07;;PJ : Théâtre en pièces;;;
IMEC;Epouse Elie Atlan;;;;Inconnu;Inconnu;1;1954;;;;;;;DVG2.C01;;Faire part de décès d'Elie Atlan;;;
IMEC;Eqbal Ahmad;;;Ecrivain, journaliste et militant pacifiste pakistanais;Journaliste-écrivain;Journalisme;1;1964;;;;;;;DVG2.C01;;Papier à en-tête Princeton University;Princeton University;;
IMEC;Eric Beaumatin;;;Ecrivain, professeur hispaniste;Ecrivain(e);Littérature;2;19…;;;;;;;DVG2.C01;;;;;
IMEC;Eric Mcluhan;;;Canadien. Théoricien de la communication et des médias;Theoricien de la communication;Théoricien de l'art/théâtre/littérature/architecture;2;1974;;;;;;;DVG2.C05;;PJ : Traduction de la lettre du 14 mars 1973;Centre for Culture and Technology;;
IMEC;Erik Arnoult;;;Nom de plume d'Erik Orsena (écrivain, académicien);Femme/Homme de lettres;Littérature;1;1992;;;;;;;DVG2.C01;;;;;
IMEC;Erika Martelli;;;"Thèse soutenue en 2007 : ""Une autre forme du moi : l'autobiographie de Michel Leiris à Georges Perec""";Socio-anthropologue;Sociologie - anthropologie;1;1996;;;;;;;DVG2.N04-07.06;;;;;
IMEC;Erminia Mateus;;;;Inconnu;Inconnu;1;19…;;;;;;;DVG2.C05;;;;;
IMEC;Etienne Souriau;;;Philosophe spécialisé en esthétique;Philosophe;Philosophie;3;;;;;;;;DVG2.C07;;;;;
Archives municipales de La Rochelle;Etienne Souriau;;;Philosophe;Philosophe;Inconnu;2;1963;1964;;Thèse de Duvignaud;;;;10Z 65 (4);;;;;Université Paris 1 Panthéon-Sorbonne, Paris 05
IMEC;Eugène Ionesco;;;Ecrivain et dramaturge, spécialisé dans l'absurde;Ecrivain-dramaturge;Théâtre;8;1952;1960;;;;;;DVG2.C04;;;;;
IMEC;F. Alquié;;;Philosophe;Philosophe;Philosophie;1;1951;;;;;;;DVG2.C01;;;;;
IMEC;F. Bagot;;;;Inconnu;Inconnu;1;1996;;;;;;;DVG2.C01;;;;;
IMEC;F. Eduardo Nunes;;;Secretaire général de la Fundaçao Calouste Gulbenkian, Lisbonne;Association/Fondation;Culture et diplomatie;1;1996;;;;;;;DVG2.C06;;Fundação Calouste Gulbenkian;;;
IMEC;F. Ferrarrotti (?);;;;Inconnu;Inconnu;2;1973;;;;;;;DVG2.C03;;;Università Degli Studi di Roma;;
IMEC;Faculté des Lettres de Fès;;;;Administratif universitaire;Administration  - gestion;2;1987;;;;;;;DVG2.C03;;;Faculté des Lettres Fès;;
IMEC;Fancisco Javier;;;;Inconnu;Inconnu;2;1987;1988;;;;;;DVG2.C04;;;;;
IMEC;Fernando de Mello Freyre;;;Fils de Gilberto Freyre, Diplomé et enseignant universitaire en commerce et marketing;Universitaire;Administration  - gestion;2;1977;1981;;;;;;DVG2.C03;;"PJ : 1 / Consul de France à Recife à l'Ambassadeur de France au Brésil sur Gilberto Freyre : copie de lettre avec la carte de visite du Consulat
2/ Lettre de Maria Madalena de Mello Freyre-Fundação Joaquim N";;;
IMEC;Festival International de Tabarka;;;Politiques culturelles / festival de jazz et spectacles;Association/Fondation;Culture et diplomatie;1;1987;;;;;;;DVG2.C03;;;Ministère des Affaires Culturelles, République Tunisienne;;
IMEC;Florence Ignotus;;;Probable traductrice Hongrois;Traducteur.rice;Traduction;1;1957;;;;;;;DVG2.C04;;;;;
IMEC;Florence Vidal;;;Historienne;Historien;Histoire;1;1972;;;;;;;DVG2.C07;;"Dans un classeur rouge ""à propos de Woyzeck""";;;
IMEC;Fontenell (?);;;;Inconnu;Inconnu;1;1982;;;;;;;DVG2.C03;;;;;
Domicile;Fraga Tomazi;;;Desclée de Brouwer;Editeur/Editrice;Edition;1;1998;;;4ème page du Rire;Le rire, et après ? 1998;;;;;;Desclée de Brouwer;;
IMEC;Francine Caron (?);;;Ecrivaine, poétesse, traductrice et hispaniste;Femme/Homme de lettres;Littérature;1;19…;;;;;;;DVG2.C02;;;;;
IMEC;Francis H. Russel;;;Diplomate américain;Diplomate;Culture et diplomatie;1;1963;;;;;;;DVG2.C06;;;Embassy of The United States of America, Tunis;;
IMEC;Francis Jeanson;;;Philosophe, à l'époque membre du comité de lecture de Seuil;Philosophe;Philosophie;1;1952;;;;;;;DVG2.C04;;;Editions du Seuil;;
IMEC;Francis Kaplan;;;Philosophe;Philosophe;Philosophie;1;1990;;;;;;;DVG2.C04;;;;;
IMEC;Francis Ponge;;;Ecrivain et poète;Poete;Philosophie;1;1954;;;;;;;DVG2.C06;;;;;
IMEC;Francisc. Saurier (?);;;;Inconnu;Inconnu;1;1986;;;;;;;DVG2.C07;;;;;
IMEC;Francisco Miró Quesada;;;Politologue péruvien, juriste, écrivain et journaliste à El Comercio (puis directeur du journal en 2008);Journaliste-écrivain;Journalisme;3;1971;1978;;;;;;DVG2.C05;;;El Comercio;;
IMEC;Franck Gourdien;;;Poète;Poete;Philosophie;1;1995;;;;;;;DVG2.C03;;;Oviri;;
IMEC;Franco Lalia (?);;;;Inconnu;Inconnu;1;1987;;;;;;;DVG2.C05;;;Teatro Dell'Arte;;
IMEC;François Erval (?);;;intellectuel, journaliste, éditeur et traducteur;Journaliste;Journalisme;2;19…;;;;;;;DVG2.C03;;;L'Express;L'Express;
IMEC;François Fejtö;;;Journaliste et historien français d'origine hongroise, spécialiste de l'Europe de l'Est et de l'histoire du communisme;Historien;Histoire;3;1955;1995;;;;;;DVG2.C03;;"P.J. 1 : Tract du Comité national d'initiative pour l'envoi des brigades de jeunes en Yougolavie (1 f. impr.)
P.J. 2 : [Dépêche] : ‘‘Le Monde’‘, 6 septembre 1955
Voir aussi Documentation DVG2.D02
La lettre de 1955 et les pièces jointes faisant partie du dossier sur le PC";;;
Archives municipales de La Rochelle;François Fejtö;;;Journaliste et historien français d'origine hongroise, spécialiste de l'Europe de l'Est et de l'histoire du communisme;Historien;Histoire;1;1980;;;Demande de retour à la lecture de son ouvrage La Social démocratie quand même (Robert Laffont);;;;10Z 1 (3);;;;;
IMEC;François Heidsieck (?);;;Philosophe;Philosophe;Philosophie;1;1949;;;;;;;DVG2.C04;;;;;
IMEC;François Maspero;;;Ecrivain, traducteur, éditeur;Ecrivain(e);Littérature;1;1966;;;;;;;DVG2.C05;;;;;
IMEC;François Mitterrand;;;Président;Politicien-ne;Politique;6;1976;1980;;;;;;DVG2.C05;;"PJ : Lettre non signé à propos de la visite de Mitterrand au Panthéon. 
2 lettres identiques mais dates différentes";;;
Archives municipales de La Rochelle;François Mitterrand;;;Président de la République;Politicien-ne;Politique;1;1982;;;Le favori du désir;;;;10Z 1 (3);;;;;
Archives municipales de La Rochelle;François Mitterrand;;;Député de la Nièvre et Premier Secrétaire du Parti Socialiste;Politicien-ne;Politique;1;1975;;;Remerciement pour l'envoi de La planète des Jeunes;;;;10Z 65 (4);;;Assemblée Nationale;;
IMEC;François Nourissier;;;Ecrivain, rédacteur en chef de la revue La Parisienne;Journaliste-écrivain;Journalisme;4;1957;1964;;;;;;DVG2.C06;;;La Parisienne;La Parisienne;
IMEC;François Perroux;;;Economiste;Economiste;Economie;8;1971;1980;;;;;;DVG2.C06;;;;;
IMEC;Françoise Duvignaud;;;Docteure en littérature;Professeur de littérature;Littérature;1;1996;;;;;;;DVG2.C03;;;;;
IMEC;Françoise et Mathieu Duvignaud à Jean Duvignaud;;;;;Inconnu;2;1974;1990;;;;;Intime;DVG2.C02;;"PJ : Une lettre de Mathieu ; Carte postale signée  Françoise et Mathieu";;;
IMEC;Françoise Laye;;;Traductrice lusophone;Traducteur.rice;Traduction;1;1995;;;;;;;DVG2.C05;;;PUF;;
IMEC;Françoise Le Bail;;;Probable actrice;Actrice/acteur;Théâtre;1;19…;;;;;;;DVG2.C01;;;;;
IMEC;Françoise Lévy (?);;;;Inconnu;Inconnu;1;19…;;;;;;;DVG2.C05;;;;;
IMEC;Françoise Maillet;;;;Inconnu;Inconnu;1;1972;;;;;;;DVG2.C05;;;;;
IMEC;Franz Hellens;;;Romancier, poète, essayiste et critique d'art belge;Ecrivain(e);Littérature;3;1953;1954;;;;;;DVG2.C04;;;;;
IMEC;Fred Simeral;;;;Inconnu;Inconnu;1;19.;;;;;;;DVG2.C07;;;;;
IMEC;Frédéric Ferney;;;Ecrivain, essayiste, journaliste, il a dirigé les pages lettres, arts et spectable du Nouvel Observateur;Journaliste;Journalisme;2;19…;;;;;;;DVG2.C03;;;Le Nouvel Observateur;Nouvel Observateur;
IMEC;Frédéric Maatouk;;;Sociologue, professeur à l'Université du Liban à Tripoli;Sociologue;Sociologie - anthropologie;2;1993;1995;;;;;;DVG2.C05;;;;;
Archives municipales de La Rochelle;Frédérique Arbouet;;;Journaliste à Radio France;Journaliste;Journalisme;1;1996;;;Enregistrement de l'émission Mégaphonie de Lucien Attoun;;;;;;;;;
Archives municipales de La Rochelle;Frederique Reynaud;;;Sociologue au laboratoire du changement social, Paris VII;Sociologue;Sociologie - anthropologie;1;1996;;;"Numéro des Cahiers du Changement Social consacré à ""Histoire de vie et choix théoriques"" auquel Jean Duvignaud a participé";;;;10Z 65 (4);;;;;
IMEC;G. De Blandinieux (?);;;;Inconnu;Inconnu;2;1944;1945;;;;;;DVG2.C01;;Dans une chemise bleue ayant la notation ‘‘les amis des mauvais jours...’‘;;;
IMEC;G. Dechaux;;;;;Inconnu;3;1987;;;;;;;DVG2.C02;;;;;
IMEC;G. E. Von Gunebaum;;;Historien, arabisant autrichien. A contribué à l'Encyclopédie de l'Islam;Historien;Histoire;4;1970;1971;;;;;;DVG2.C03;;1 lettre en 2 exemplaires;;;
IMEC;G. Jean;;;;Inconnu;Inconnu;1;1951;;;;;;;DVG2.C04;;;;;
IMEC;G. Michel Lescure;;;;Inconnu;Inconnu;1;19…;;;;;;;DVG2.C05;;PJ : ‘‘Une manifestation sur le rire et les faits risibles’‘;;;
IMEC;G. S. Métraux;;;;Inconnu;Inconnu;1;1976;;;;;;;DVG2.C05;;;;;
